"Phone Code","Description"
"20-3","Alexandria"
"20-97","Aswan"
"20-88","Asyut"
"20-13","Benha"
"20-2","Cairo"
"20-50","Dakahlia"
"20-45","Damanhour"
"20-40","El Mahallah (El Kubra)"
"20-65","Hurghada"
"20-95","Luxor"
"20-66","Port Said"
"20-48","Shebin El Korn"
"20-93","Sohag"
"20-40","Tanta"
