"Phone Code","Description"
"212-22","Casablanca"
"212-55","Fes"
"212-48","Lâayoune"
"212-44","Marrakech"
"212-55","Méknès"
"212-56","Oujda"
"212-37","Rabat"
"212-23","Settat"
"212-39","Tanger (Tangiers)"
"212-39","Tétouan"
