"Phone Code","Description"
"82-43","Chungcheongbuk-do"
"82-41","Chungcheongnam-do"
"82-42","Daejon"
"82-33","Gangwon-do"
"82-31","Gyeonggi-do"
"82-54","Gyeongsangbuk-do"
"82-32","Incheon"
"82-64","Jeju"
"82-63","Jeollabuk-do"
"82-61","Jeollanam-do"
"82-62","Kwangju"
"82-55","Kyongsangnamdo"
"82-51","Pusan"
"82-2","Seoul"
"82-53","Taegu"
"82-52","Ulsan"
