"Phone Code","Description"
"376-7","Andorra la Vella"
"376-8","Andorra la Vella"
"376-7","Canilo"
"376-8","Canilo"
"376-7","Encamp"
"376-8","Encamp"
"376-7","La Massana"
"376-8","La Massana"
"376-3","Mobile Phones"
"376-7","Ordino"
"376-8","Ordino"
"376-7","Sant Julia de Loria"
"376-8","Sant Julia de Loria"
