"Phone Code","Description"
"263-9","Bulawayo"
"263-4","Harare"
"263-091 + six digits","Mobile Phones - Econet"
"263-011 + six digits","Mobile Phones - NetOne"
"263-023 + six digits","Mobile Phones - Telecel Zimbab"
"263-20","Mutare"
