"Phone Code","Description"
"251-1","Addis Ababa"
"251-5","East Region"
"251-9","MOBILE PHONES"
"251-3","North East Region"
"251-4","North Region"
"251-8","North West Region"
"251-2","South East Region"
"251-6","Southern Region"
"251-7","Western Region"
