"Phone Code","Description"
"886-4","Changhua"
"886-5","Chiayi County"
"886-37","Chunan"
"886-49","Chunghsing-Hsintsun"
"886-3","Chungli"
"886-4","Fengyuan"
"886-6","Hsiaying"
"886-38","Hualien"
"886-7","Kaohsiung"
"886-2","Keelung"
"886-39","Lotung"
"886-8","Pingtung"
"886-4","Taichung"
"886-6","Tainan"
"886-2","Taipei"
"886-89","Taitung"
"886-3","Taoyuan"
