"Phone Code","Description"
"255-27","Arusha"
"255-22","Dar Es Salaam"
"255-26","Dodoma"
"255-26","Iringa"
"255-28","Kagera"
"255-28","Kigoma"
"255-27","Kilimanjao"
"255-23","Lindi"
"255-28","Mara"
"255-25","Mbeya"
"255-223","Morogoro"
"255-23","Mtara"
"255-28","Mwanza"
"255-24","Pemba"
"255-23","Pwani"
"255-25","Rukwa"
"255-25","Ruvuma"
"255-28","Shinyanga"
"255-26","Singida"
"255-26","Tabora"
"255-27","Tanga"
"255-24","Zanzibar"
