"Phone Code","Description"
"51-54","Arequipa"
"51-64","Ayacucho"
"51-44","Cajamarca"
"51-14","Callao"
"51-74","Chiclayo"
"51-44","Chimbote"
"51-84","Cuzco"
"51-6495","Huancavelica"
"51-64","Huancayo"
"51-34","Ica"
"51-94","Iquitos"
"51-1","Lima"
"51-74","Piura"
"51-54","Tacna"
"51-44","Trujillo"
