"Phone Code","Description"
"81-090 + eight digit num","Cell Phones"
"e","Cell Phones"
"81-52","Nagoya"
"81-98","Naha"
"81-98","Okinawa"
"81-66","Osaka"
"81-070 + eight digit num","PHS phones"
"e","PHS phones"
"81-11","Sapporo"
"81-956","Sasebo"
"81-561","Seto"
"81-425","Tachikawa (Tokyo)"
"81-3","Tokyo"
"81-98","Urasoe"
"81-45","Yokohama"
"81-468","Yokosuka (Kanagawa)"
