"Phone Code","Description"
"353-402","Arklow"
"353-21","Cork"
"353-66","Dingle"
"353-41","Drogheda"
"353-1","Dublin"
"353-42","Dundalk"
"353-65","Ennis"
"353-91","Galway"
"353-45","Kildare"
"353-64","Killarney"
"353-61","Limerick"
"353-71","Sligo"
"353-52","Tipperary"
"353-66","Tralee"
"353-506","Tullamore"
"353-51","Waterford"
"353-53","Wexford"
