"Phone Code","Description"
"267-54","Barolong/Ngwaketse"
"267-24","Francistown"
"267-31","Gaborone"
"267-35","Gaborone"
"267-36","Gaborone"
"267-65","Gantsi"
"267-58","Jwaneng"
"267-340","Kanye"
"267-62","Kasane"
"267-29","Letlhakane/Orapa"
"267-53","Lobatse"
"267-47","Mahalapye"
"267-68","Maun"
"267-71","Mobile Phones - Mascom"
"267-72","Mobile Phones - Orange"
"267-57","Mochudi"
"267-59","Molepolole"
"267-49","Palapye"
"267-53","Ramotswa"
"267-26","Selebi-Phikwe"
"267-46","Serowe"
