"Phone Code","Description"
"61-12","Casey"
"61-2","Central East Region"
"61-8","Central West Region"
"61-10","Davis"
"61-13","Macquarie Island"
"61-11","Mawson"
"61-4","Mobile Phones"
"61-7","North East Region"
"61-3","South East Region"
