"Phone Code","Description"
"65-645","Ang Mo Kio"
"65-676","Ayer Rajah"
"65-644","Bedok"
"65-653","City"
"65-673","Geylang"
"65-678","Jurong West, Tampines"
"65-635","North"
"65-675","Sembawang"
"65-677","Tampines"
