"Phone Code","Description"
"382-85","Bar"
"382-87","Berane"
"382-84","Bijelo Polje"
"382-86","Cetinje"
"382-88","Herceg Novi"
"382-82","Kotor"
"382-83","Nikshic"
"382-89","Pljevlja"
"382-81","Podgorica"
