"Phone Code","Description"
"249-21","Atbara"
"249-81","Elobeid"
"249-441","Jedaraf"
"249-41","Kassala"
"249-183","Khartoum"
"249-71","Kosti"
"249-11","Modurman"
"249-31","Port Sudan"
"249-61","Sennar"
"249-616","Shetnzi"
"249-51","Wadmedai"
