"Phone Code","Description"
"27-51","Bloemfontein"
"27-21","Cape Town"
"27-571","De Aar"
"27-31","Durban"
"27-431","East London"
"27-24","Gordons Bay"
"27-11","Johannesburg"
"27-102103","Johannesburg CBD"
"27-31","La Lucia"
"27-331","Pietermaritzburg"
"27-41","Port Elizabeth"
"27-12","Pretoria"
"27-16","Sasolburg"
"27-21","Somerset West"
"27-41","Uitenhage"
"27-57","Welkom"
