"Phone Code","Description"
"595-21","Asuncion"
"595-72","Ayolas"
"595-28","Capiata"
"595-31","Concepcion"
"595-74","Coronel Bogado"
"595-521","Coronel Oviedo"
"595-71","Encarnacion"
"595-63","Hernandarias"
"595-24","Ita"
"595-36","Pedro J Caballero"
"595-86","Pilar"
"595-27","San Antonio"
"595-82","San Ignacio"
"595-61","Stroessner: Ciudad Pte."
"595-541","Villarrica"
"595-25","Villeta"
