"Phone Code","Description"
"233-21","Accra"
"233-72","Bolgatanga"
"233-42","Cape Coast"
"233-81","Koforidua"
"233-51","Kumasi"
"233-31","Takoradi"
"233-71","Tamale"
"233-22","Tema"
