"Phone Code","Description"
"92-992","Abbotabad"
"92-621","Bahawalpur"
"92-41","Faisalabad"
"92-5799","Ghourghushi"
"92-55","Gujranwala"
"92-221","Hyderabad"
"92-51","Islamabad"
"92-21","Karachi"
"92-42","Lahore"
"92-61","Multan"
"92-442","Okara"
"92-91","Peshawar"
"92-81","Quetta"
"92-604","Rojhan"
"92-441","Sahiwal"
"92-451","Sargodha"
"92-524","Sialkot"
"92-71","Sukkur"
