"Phone Code","Description"
"673-2","Brunei/Muara"
"673-3","Kuala Belait"
"	86","MOBILE PHONES"
"87","MOBILE PHONES"
"88","MOBILE PHONES"
"673-5","Temburong"
"673-4","Tutong"
