"Phone Code","Description"
"501-2","Belize City"
"501-93","Benque Viejo"
"501-9","Cayo"
"501-4","Corozal"
"501-5","Dangriga"
"501-6","Independence"
"501-3","Orange Walk"
"501-7","Punta Gorda"
"501-5","Stann Creek"
"501-7","Toledo"
